,Unnamed: 0,Unnamed: 0.1,Coffee Name,Roaster Name,Roaster Location,Coffee Origin,Rating,Roast Level,Review Date,Price,Agtron,Flavor,Body,Aroma,Aftertaste,Acidity,Bottom Line,Prices Per Oz,Agtron Whole,Agtron Ground,Coffee Country
1801,1801,2770,Colombia Huila Monserrate Yaneth Gil Microlot,Victrola Coffee Roasters,"Seattle, Washington","Huila growing region, Colombia.",94,Medium,March 2012,$9.50/8 ounces,54/63,9,8,9,9,9.0,"Breakfast classicists. This is a complete Colombia coffee, the kind I recall we used to get more often, balanced and flawless in virtually every respect.",1.19,54,63,Colombia
1802,1802,2771,Sumatra Lintong Fully Washed,Café Excellence,"Audubon, Pennsylvania","Lintong growing district, northern Indonesia, Indonesia.",93,Medium,February 2012,$11.95/12 ounces,46/56,9,9,8,9,8.0,"Smoothly bright, pungently refreshing example of the finest traditional style of Sumatra coffee.",1.0,46,56,Indonesia
1803,1803,2772,Ethiopia Deep Blue Harrar,Cafe Excellence,"Audobon, Pennsylvania","Harrar growing region, Ethiopia.",90,Medium-Dark,February 2012,$10.50/12 ounces,43/53,8,8,9,8,7.0,"Rich, roundly fruit-toned cup should particularly please those who enjoy fine traditional dessert wines.",0.88,43,53,Ethiopia
1804,1804,2777,Flores Bajawa Ngura Organic,Mystic Monk Coffee,"Clark, Wyoming","Flores, Indonesia.",91,Medium,February 2012,$13.99/12 ounces,46/60,8,8,9,8,8.0,"Lovers of Sumatras and other earthy/fruity coffees. This is a romance coffee: exotic, challenging, exhilarating in its richly stated imperfections.",1.17,46,60,Indonesia
1805,1805,2780,Bolivia “Taipiplaya” Fair Trade Organic Certified,Grounds for Change,"Poulsbo, Washington","Carnavi Province, Bolivia.",90,Medium,February 2012,$10.95/12 ounces,50/62,8,8,8,8,8.0,"Lovers of a sweetly crisp, quietly aromatic morning cup.",0.91,50,62,Bolivia
1806,1806,2781,Rwanda Dukunde Kawa Cooperative,Coffea Roasterie,"Sioux Falls, South Dakota","Gakenke growing region, central Rwanda.",92,Medium,February 2012,$15.00/12 ounces,51/58,9,8,9,8,8.0,Fine variation on the floral and citrus East Africa profile: crisp and refreshing morning cup.,1.25,51,58,Rwanda
1807,1807,2782,Rwanda,Big Creek Coffee Roasters,"Hamilton, Montana",Rwanda.,90,Medium-Dark,February 2012,$12.00/12 ounces,40/47,8,8,9,7,8.0,The versatility of this quietly complex moderate dark roast should please both black and with whitener.,1.0,40,47,Rwanda
1808,1808,2785,Ethiopia Yirgacheffe Koke Organic,Vertigo Coffee,"San Juan Bautista, California.","Yirgacheffe growing region, southern Ethiopia.",93,Medium-Light,February 2012,$15.97/12 ounces,53/73,9,8,8,9,9.0,Delicate yet deeply resonant version of the great classic Yirgacheffe cup.,1.33,53,73,Ethiopia
1809,1809,2787,Sumatra Reserve Fair-Trade Organic,Green Mountain Coffee,"Waterbury, Vermont.","Northern Indonesia, Indonesia.",88,Medium-Dark,February 2012,$9.49/10 ounces,37/45,8,7,8,8,7.0,"A Fair Trade and organic presentation of the classic darker roasted Sumatra cup, gently earthy, roasty and chocolate-toned.",0.95,37,45,Indonesia
1810,1810,2789,Kenya Meru Kinjo Peaberry,JBC Coffee Roasters,"Madison, Wisconsin.","Meru County, central Kenya.",94,Medium-Light,February 2012,$19.99/12 ounces,54/72,9,8,9,9,9.0,A powerfully acidy yet sweetly elegant version of the classic Kenya profile.,1.67,54,72,Kenya
1811,1811,2790,El Salvador Santa Rita,Lexington Coffee Roasters,"Lexington, Virginia.","Santa Rita growing region, El Salvador.",94,Medium-Light,February 2012,$11.25/12 ounces.,56/80,9,9,9,9,8.0,Aficionados should admire the striking originality of this natural-processed profile with its complex anthology of savory-sweet fruit sensation.,0.94,56,80,El Salvador
1812,1812,2792,Mexico Chiapas El Triunfo Biosphere Fair Trade Organic,Conscious Cup Coffee Roasters,"Crystal Lake, Illinois","Chiapas, Mexico.",92,Medium,February 2012,$17.35/16 ounces,51/67,9,8,9,7,9.0,"Natural sweetness and an exquisitely delicate acidity make this coffee particularly appealing black; even habitual milk pourers should keep their hands off the white stuff with this graceful, crisp cup. Drink it hot; flavor tends to tail off as it cools.",1.08,51,67,Mexico
1813,1813,2793,Guatemala Huehuetenango Fair Trade Certified,Conscious Cup Coffee Roasters,"Crystal Lake, Illinois","Huehuetenango growing region, Guatemala.",92,Medium-Light,February 2012,$17.35/16 ounces,51/76,9,8,8,8,9.0,"The acidity here is not an intense, brightly lemony sensation, but rather ripe, juicy, and complicated by a cedary, slightly earthy character. Lovers of minerally, complex, only moderately dry white table wines might be particular candidates for this coffee.",1.08,51,76,Guatemala
1814,1814,2794,Sumatra Mandheling Fair Trade Certified,Conscious Cup Coffee Roasters,"Crystal Lake, Illinois.","Northern Indonesia, Indonesia.",92,Medium-Light,February 2012,$18.50/16 ounces,50/72,9,8,9,8,8.0,"A graceful version of the often rough and earthy Sumatra profile. The elements are all here: the moist earthy notes, aromatic wood, malty dark chocolate, butterscotch-like pungency, but in impressive, understated balance.",1.16,50,72,Indonesia
1815,1815,2796,Original Blend,Dunkin' Donuts,"Canton, Massachusetts",undisclosed.,85,Medium-Light,February 2012,$10.39/12 ounces,51/75,7,7,7,7,7.0,"A potentially delicate, balanced breakfast cup that suffered in our sample from some aromatic fading. For supermarket shoppers a plausible all-Arabica alternative to the dismal, Robusta-based canned options.",0.87,51,75,undisclosed
1816,1816,2797,Veranda Blend,Starbucks Coffee,"Seattle, Washington",Peru.,85,Medium,February 2012,$11.95/16 ounces,50/61,7,7,7,7,7.0,Medium-roast drinkers who find themselves out of coffee and close to a Starbucks.,0.75,50,61,Peru
1817,1817,2798,Cafe Domingo,Peet's Coffee & Tea,"Berkeley, California",Peru.,86,Medium-Dark,February 2012,$11.99/12 ounces,45/52,7,7,8,7,7.0,Those who find directness and simplicity a virtue.,1.0,45,52,Peru
1818,1818,2799,Willow Blend,Starbucks Coffee,"Seattle, Washington",World Blend,86,Medium,February 2012,$11.95/16 ounces,53/64,7,7,8,7,7.0,"This perhaps half-hearted rendition of a traditional medium roast may be aimed at Dunkin’ Donuts drinkers. It seems far too muted for those who enjoy the more assertive acidity and complex aromatics of coffees from the newer, trendier medium-roasters.",0.75,53,64,World Blend
1819,1819,2800,House Blend,Stumptown Coffee Roasters,"Portland, Oregon",World Blend,88,Medium,February 2012,$14.25/12 ounces,52/63,8,7,8,7,8.0,"A forceful, deep-structured cup, especially when hot.",1.19,52,63,World Blend
1820,1820,2801,Holler Mountain Organic,Stumptown Coffee Roasters,"Portland, Oregon",World Blend,89,Medium,February 2012,$15.00/12 ounces,53/62,8,8,8,7,8.0,"Those who prefer a robust, muscular richness to balance.",1.25,53,62,World Blend
1821,1821,2802,Cafe Solano,Peet's Coffee & Tea,"Berkeley, California",World Blend,89,Medium-Dark,February 2012,$11.99/12 ounces,44/57,8,8,8,7,8.0,"A versatile cup with quiet, balanced authority.",1.0,44,57,World Blend
1822,1822,2803,Farm House Organic,Counter Culture Coffee,"Durham, North Carolina",World Blend,91,Medium,February 2012,$11.45/12 ounces,54/64,9,8,8,8,8.0,"Lovers of fresh, aromatically arresting breakfast coffees.",0.95,54,64,World Blend
1823,1823,2804,Kenya Gethumbwini,Kuma Coffee,"Seattle, Washington","Thika Region, South-central Kenya.",93,Medium-Light,January 2012,$14.00/8 ounces,57/75,9,8,9,9,8.0,"Those who enjoy fine white table wines that balance mineral and fruit. An impressive Kenya in the slightly austere, elegant dry berry style.",1.75,57,75,Kenya
1824,1824,2805,Ethiopia Tuktant Natural Process,Barrington Coffee Roasting Co.,"Lee, Massachusetts","Nekempte Region, Ethiopia.",92,Medium-Light,January 2012,$23.95/16 ounces,55/73,9,9,8,8,8.0,An unusual brisk natural Ethiopia. Aficionados interested in variants on the great Ethiopia cup may particular enjoy it.,1.5,55,73,Ethiopia
1825,1825,2806,Bali Kintamani Organic Natural Process,Bard Coffee,"Portland, Maine","Kintamani, Bali, Indonesia",90,Light,January 2012,$15.10/12 ounces,66/92,8,8,10,7,7.0,The explosive aromatics combined with the sweet-salt-savory structure may appeal to lovers of tequilas and some single malt whiskies.,1.26,66,92,Indonesia
1826,1826,2807,Burundi Kayanza,Bard Coffee,"Portland, Maine","Kayanza Province, Burundi.",90,Medium-Light,January 2012,$13.90/12 ounces,58/80,8,8,8,8,8.0,"Energetic and arresting cup. The unusual savory sweet complexity may reflect the heirloom Bourbon cultivar, which is widely grown in Burundi.",1.16,58,80,Burundi
1827,1827,2808,Colombian Fair Trade Select,Green Mountain Coffee,"Waterbury, Vermont",Colombia,90,Medium-Dark,January 2012,$9.49/12 ounces,45/56,8,8,9,7,8.0,Coffee romantics. Exotic aroma and flavor notes make this coffee more African than Colombian.,0.79,45,56,Colombia
1828,1828,2810,Gourmet Blend Regular,Hevla Coffee,"Endicott, New York",undisclosed.,77,Medium-Dark,January 2012,$12.99/12 ounces,37/50,4,7,5,5,6.0,"Low acidity, but given this sample’s badly tainted green coffees, not recommended even for acidity-avoiders.",1.08,37,50,undisclosed
1829,1829,2811,House Blend,Puroast,"Woodland, California",undisclosed.,77,Medium,January 2012,$10.99/12 ounces,44/65,5,7,5,4,6.0,"Genuinely low in acidity, both perceived and measured, but very low in flavor as well.",0.92,44,65,undisclosed
1830,1830,2812,Espresso Blend,Hevla Coffee,"Endicott, New York",undisclosed.,79,Very Dark,January 2012,$13.99/12 ounces,21/28,6,8,6,6,6.0,"All of the Hevla samples in our 2012 low-acid cupping displayed green coffee taints, though the acidity, as advertised, was low, based both on a sensory reading of the cup and the pH of the finished beverage.",1.17,21,28,undisclosed
1831,1831,2813,100% Colombia,HealthWise Gourmet Low Acid Coffee,"Deer Park, Illinois",Colombia,79,Very Dark,January 2012,$13.50/12 ounces,0/36,5,7,6,5,6.0,"Not recommended. Acidity avoiders are better off buying a good conventional dark roast, which should display similarly low acidity along with a bit more flavor.",1.12,0,36,Colombia
1832,1832,2814,Guatemala Dark Roast,Puroast,"Woodland, California",Guatemala.,84,Very Dark,January 2012,$10.99/12 ounces,20/30,6,8,7,7,6.0,"Those acidity-avoiders who can put up with a smoky, dullish, though reasonably nuanced and full-bodied cup with very low, measurably low, acidity.",0.92,20,30,Guatemala
1833,1833,2815,French Roast,Tully's Coffee,"Seattle, Washington",undisclosed.,85,Very Dark,January 2012,$9.49/12 ounces,25/28,7,8,6,7,7.0,"An ultra-dark roast that preserves some pleasing chocolate character amid the smoky embers. Low in acidity, both perceived and measured.",0.79,25,28,undisclosed
1834,1834,2816,Espresso Roast,Simpatico Nice Coffee,"Holland, Michigan","Oaxaca State, Mexico",87,Very Dark,January 2012,$10.75/16 ounces,33/33,7,7,8,8,7.0,"Robust, dark-chocolaty cup for acidity-avoiders.",0.67,33,33,Mexico
1835,1835,2817,Sumatra Blue Batak,Peet's Coffee & Tea,"Berkeley, California","Northern Indonesia, Indonesia",88,Dark,January 2012,$16.95/16 ounces,33/40,8,7,9,7,7.0,A pungently authoritative but cleanly refined Sumatra in a tactfully darker-roasted style.,1.06,33,40,Indonesia
1836,1836,2818,Brazil Cafe Zinho Esperanza Honey,Water Avenue Coffee Company,"Portland, Oregon","Cerrado growing region, Brazil, Brazil.",91,Medium,January 2012,$15.00/12 ounces,52/61,9,8,8,8,8.0,Crisp rather than bright. An excellent choice for those who enjoy a quietly complex medium-roasted coffee with natural sweetness and low acidity.,1.25,52,61,Brazil
1837,1837,2820,Guatemala El Injerto Pacamara,Willoughby's Coffee & Tea,"Branford, Connecticut","Huehuetenango growing region, Guatemala.",95,Medium,January 2012,$34.99/16 ounces,54/64,10,9,9,8,9.0,The combination of sweetness and austere beauty characteristic of the finest Kenyas displays in this exceptional coffee.,2.19,54,64,Guatemala
1838,1838,2821,Rusty’s Hawaiian Red Caturra Natural,Willoughby's Coffee & Tea,"Branford, Connecticut","Ka'u growing district, southwestern corner of the ""Big Island"" of Hawaii.",94,Medium,January 2012,$44.99/16 ounces,55/64,9,8,9,9,9.0,A dried-in-the-fruit coffee for purists: sweetly opulent yet cleanly bright.,2.81,55,64,USA
1839,1839,2823,Peaberry Medium Roast,Hula Daddy,"Holualoa, Hawaii","Holualoa, North Kona growing district, Hawaii.",93,Medium,January 2012,$44.95/16 ounces,49/64,9,8,8,9,9.0,"Refreshing and exceptional in its delicate complexity, an orchard-like purity that could contrast with a rich dessert or brighten a light lunch. Don’t think about putting anything into it except your lips.",2.81,49,64,USA
1840,1840,2826,Guatemala El Diamante,Temple Coffee and Tea,"Sacramento, California","San Pedro Necta, Huehuetenango growing region, Guatemala.",94,Medium-Light,December 2011,$15.50/12 ounces,53/70,9,10,9,8,8.0,"Fine choice for those who prefer depth, resonance and natural sweetness in a brewed coffee.",1.29,53,70,Guatemala
1841,1841,2827,Kenya Karinga,Kickapoo Coffee,"Viroqua, Wisconsin",South-central Kenya.,92,Medium,December 2011,$16.95/12 ounces,54/67,9,7,9,9,8.0,"Those who like their dry, briskly bright cup nuanced with fruit and natural sweetness.",1.41,54,67,Kenya
1842,1842,2829,Ethiopia Tchembe,Temple Coffee and Tea,"Sacramento, California",Southern Ethiopia,92,Medium-Light,December 2011,$22.00/12 ounces,52/70,9,8,9,8,8.0,"This intriguing variation on the dry-processed Ethiopia cup brings flowers and a fat, low-acid tropical fruit character forward, making it a good choice for those coffee lovers who pursue the exotic and different.",1.83,52,70,Ethiopia
1843,1843,2831,Dominican Republic Green Triangle,Equator Coffees & Teas,"San Rafael, California","Lagulito, Dominican Republic",92,Medium-Light,December 2011,$15.95/16 ounces,57/74,9,8,8,8,9.0,"Balance without boredom in a lively, lighter-roasted cup.",1.0,57,74,Dominican Republic
1844,1844,2832,Kenya Rianjue AA,Temple Coffee and Tea,"Sacramento, California","Kirinyaga East District, south-central Kenya.",92,Medium,December 2011,$22.00/12 ounces,50/57,8,8,9,8,8.0,"Delicate yet rich acidity in a gentle, floral-toned version of the great Kenya profile.",1.83,50,57,Kenya
1845,1845,2833,Peru La Prosperidad Special Reserve Fair Trade,Green Mountain Coffee,"Waterbury, Vermont","Cajamarca growing region, Peru.",88,Medium,December 2011,$19.49/12 ounces,46/61,8,8,8,7,7.0,"Enjoy this quiet, melodious coffee as you contemplate the complex and inspiring relationship it represents between you, the green buyers and roasters who live in the mountains of Vermont, and the farmer producers who live far in the remote mountains of northern Peru.",1.62,46,61,Peru
1846,1846,2834,Our Blend Fair Trade Certified,Green Mountain Coffee,"Waterbury, Vermont",undisclosed.,90,Medium,December 2011,$9.49/12 ounces,50/65,8,8,8,8,8.0,"Those looking for a dependable, balanced morning cup. Classic and understated.",0.79,50,65,undisclosed
1847,1847,2835,Mocha Java,Green Mountain Coffee,"Waterbury, Vermont",World Blend.,95,Medium,December 2011,$9.49/12 ounces,47/62,10,9,9,9,8.0,"Those drawn to the simultaneously elegant and exotic. Pleasing when taken with whitener, but at its dramatic best black.",0.79,47,62,World Blend
1848,1848,2836,Ka’u Coffee Natural Dried Red Caturra,Rusty's Hawaiian Coffee,"Pahala, Hawaii","Ka'u growing district, southwestern corner of the ""Big Island"" of Hawaii.",90,Medium,December 2011,$24.00/8 ounces,46/67,8,8,8,8,8.0,"Those who want to sample a quieter, cleaner version of the typically lushly fruity but often fermenty dried-in-the-fruit, “natural”-processed cup.",3.0,46,67,USA
1849,1849,2837,Honduras Finca El Gringacho Yellow Catuai,OQ Coffee Co.,"New Brunswick, New Jersey","Santa Barbara, Honduras.",90,Medium-Light,December 2011,$9.99/8 ounces,51/80,9,7,8,8,8.0,Those who enjoy a crisp cup with impressive tart-to-sweet balance and lemony-cocoa aromatics.,1.25,51,80,Honduras
1850,1850,2838,Guatemala El Injerto Maragogype,Bird Rock Coffee Roasters,"La Jolla, California","Huehuetenango growing region, Guatemala.",90,Light,December 2011,$17.00/8 ounces,66/77,9,8,8,7,8.0,"A sensitively light-roasted, pleasing version of the rare, giant-beaned Maragogipe.",2.12,66,77,Guatemala
1851,1851,2840,Honduras Las Penitas II,Gimme! Coffee,"Ithaca, New York","Santa Barbara, Honduras.",91,Medium-Light,December 2011,$20.00/12 ounces,60/77,8,8,9,8,8.0,"Those who enjoy crisp, fruit-toned white wines. Displays a hint of the elegantly dry, pungent fruit sensation associated with the Bourbon variety from which Pacas mutated.",1.67,60,77,Honduras
1852,1852,2841,Organic Ethiopia Yirgacheffe Biloya,Badbeard's Microroastery,"Portland, Oregon","Gedeo Zone, southern Ethiopia.",91,Medium-Light,December 2011,$16.95/16 ounces,52/70,9,8,8,8,8.0,"Delicate yet intense, this is an unusual, perhaps extreme, version of the already distinctive lemon and floral wet-processed Yirgacheffe profile.",1.06,52,70,Ethiopia
1853,1853,2842,Panama Finca La Valentiina Geisha,PT's Coffee Roasting Co.,"Topeka, Kansas","Horqueta, Volcan growing region, western Panama.",91,Medium-Light,December 2011,$59.95/8 ounces,55/78,8,8,10,8,7.0,"Paradoxical excitement – honeyish sweetness supporting dry, tart fruit – in a lightish-roasted version of the celebrated Geisha variety.",7.49,55,78,Panama
1854,1854,2843,Ethiopia Gedeo Microlot,Lone Pine Coffee Roasters,"Bend, Oregon","Gedeo Zone, southern Ethiopia.",92,Medium-Light,December 2011,$16.50/12 ounces,58/80,9,9,9,7,8.0,"Those who enjoy the sweet fruit, brandy and pungent aromatic wood character typical of the best dried-in-the-fruit coffees. Rather light-roasted, but sensitively so.",1.38,58,80,Ethiopia
1855,1855,2844,Ethiopia Gedeo Natural Process,Coffea Roasterie,"Sioux Falls, South Dakota","Gedeo Zone, southern Ethiopia.",93,Medium,December 2011,$18.00/12 ounces,50/70,9,9,9,8,8.0,Overall complexity and balance could make this selection an interesting starter dried-in-the-fruit coffee for purists who are tempted to stray from their clean and classic wet-processed habits.,1.5,50,70,Ethiopia
1856,1856,2845,El Salvado Finca Ayatepeque Natural-Processed Pacamara,Topeca Coffee Roasters,"Tulsa, Oklahoma","Santa Ana Department, El Salvador.",93,Light,December 2011,$14.99/12 ounces,64/84,9,9,8,9,8.0,"An impressively clean, fresh-toned version of the big, complex fruit character associated with dried-in-the-fruit coffees. The subtly distinctive and complex Pacamara varietal character doubtless also contributes to this coffee’s distinction.",1.25,64,84,El Salvador
1857,1857,2846,Nicaragua Bourbon City Roast,Las Chicas Del Café,"London, Ontario, Canada","Madrid Department, Nicaragua",93,Medium,December 2011,$15.00/16 ounces,52/66,9,9,8,8,9.0,"Exemplary example of the balanced, round, quietly deep-toned cup for which Nicaragua is particularly admired. Perhaps the finely balanced acidity and complex aromatics can be attributed to the heirloom Bourbon cultivar.",0.94,52,66,Nicaragua
1858,1858,2847,Guatemala Hanupu,Temple Coffee and Tea,"Sacramento, California","Antigua growing region, Guatemala.",93,Medium,December 2011,$14.50/12 ounces,52/67,9,8,9,8,9.0,"Those who enjoy a pure, soft yet intense, meadowy breakfast cup.",1.21,52,67,Guatemala
1859,1859,2849,Guatemala Pandora Pacamara Medium-Light Roast,Cafe de Impression,"Kaohsiung City, Taiwan","Huehuetenango growing region, northwestern Guatemala.",96,Medium,December 2011,$25.00/8 ounces,52/63,10,8,10,9,9.0,"Unusual and distinctive profile, with the savory/sweet complexity found in the best of any given year’s Pacamara. Should please both coffee adventurers and purists. Very sensitively roasted.",3.12,52,63,Guatemala
1860,1860,2850,Starlight Blend,Caribou Coffee,"Minneapolis, Minnesota",undisclosed.,96,Medium,November 2011,$14.99/16 ounces,54/67,10,9,8,10,9.0,"Those who enjoy the sweet and avoid the bitter in coffee and life. A coffee almost shocking in its natural sweetness. This is not the empty sweetness of refined sugar but rather of ripe fruit, floral honey and fresh-cut, aromatic wood.",0.94,54,67,undisclosed
1861,1861,2853,Colombia Tolimas,Turnstile Coffee Roasters,"Belmar, New Jersey","Tolima Department, central Colombia",95,Medium,November 2011,$15.00/12 ounces,50/56,9,9,9,9,9.0,"A Colombia of the true, good old school: Pure and brightly acidy yet accessibly syrupy and sweet-toned.",1.25,50,56,Colombia
1862,1862,2854,Kenya Nyeri AB Gichatha-ini Signature Series,Wood-Fire Roasted Coffee,"Reno, Nevada","Nyeri, Kenya.",97,Medium,November 2011,$22.00/16 ounces,45/60,10,9,9,10,9.0,An almost transcendent expression of one of the world’s finest coffee types.,1.38,45,60,Kenya
1863,1863,2856,Ethiopia Harrar,Conscious Cup Coffee Roasters,"Crystal Lake, Illinois",World Blend,94,Medium,November 2011,$15.40/12 ounces,48/70,9,8,9,9,9.0,"Those looking for excitement. Almost startling intensity and complexity in this unusually clean, bright Harrar.",1.28,48,70,World Blend
1864,1864,2859,Special Roast,Folgers,"Orrville, Ohio",undisclosed.,71,Very Dark,November 2011,$7.49/11 ounces,0/44,4,6,6,4,5.0,Only masochists. Our November 2011 supermarket sampling suggests better Robusta-heavy nationally branded canned blends are available at a comparable price.,0.68,0,44,undisclosed
1865,1865,2860,Premium Drip Coffee,Lavazza,"Turin, Italy",undisclosed.,73,Medium-Dark,November 2011,$7.29/10 ounces,0/91,3,6,5,5,4.0,"For the curious, an object lesson in how bad a coffee can get if it fails to be developed in the roast. Could perhaps be seen as a botched exercise in anti-Starbuckism, a coffee as raw and woody as many Starbucks coffees are close to burned.",0.73,0,91,undisclosed
1866,1866,2861,Organic Premium,Yuban,"Northfield, Illinois",undisclosed.,74,Very Dark,November 2011,$7.49/11 ounces,0/44,4,6,6,4,4.0,The organic seal is impressive even though the cup isn’t.,0.68,0,44,undisclosed
1867,1867,2862,100% Colombian,Folgers,"Orrville, Ohio",Colombia.,75,Very Dark,November 2011,$7.19/10.3 ounces,0/36,4,6,6,4,5.0,A particularly bad dark-roasted Colombia at the tail end of a bad year for Colombias generally.,0.72,0,36,Colombia
1868,1868,2863,House Blend,Maxwell House,"Tarrytown, New York",undisclosed.,78,Very Dark,November 2011,$6.29/11 ounces,0/47,5,7,6,5,5.0,Least offensive of the canned Robusta-centered supermarket blends tested for our November 2011 cupping.,0.57,0,47,undisclosed
1869,1869,2867,Medium Roast Ground,Illy Caffè,"Trieste, Italy",undisclosed.,85,Very Dark,November 2011,$15.99/8.8 ounces,0/61,8,7,6,7,7.0,Lovers of very delicate drip coffee.,2.0,0,61,undisclosed
1870,1870,2869,Original Blend,Dunkin' Donuts,"Canton, Massachusetts",undisclosed.,86,Very Dark,November 2011,$7.99/12 ounces,0/63,7,8,8,6,7.0,"Those on a budget looking for a modest, balanced rendition of a classic American breakfast cup.",0.67,0,63,undisclosed
1871,1871,2873,Panama Elida Estate,Kuma Coffee,"Seattle, Washington","Alto Quiel, Boquete, Panama.",95,Medium-Light,November 2011,$14.00/12 ounces,54/80,9,9,9,9,9.0,"An almost transcendently classic coffee in the depth and range of its sensation, intense yet balanced.",1.17,54,80,Panama
1872,1872,2874,El Salvador Nombre de Dios,Kuma Coffee,"Seattle, Washington","Chalatenango, El Salvador",94,Medium-Light,November 2011,$14.00/12 ounces,53/73,9,9,8,9,9.0,Those who have learned to enjoy lighter-roasted coffees that bring the freshness of the coffee flower and fruit to the cup.,1.17,53,73,El Salvador
1873,1873,2875,Ethiopia Yirgacheffe Kochere,Kuma Coffee,"Seattle, Washington","Kochere District, southern Ethiopia.",93,Medium,November 2011,$14.00/12 ounces,48/66,9,8,8,9,9.0,"This dramatic expression of the citrus and floral Ethiopia cup should please those who enjoy spicy, complex dry white table wines.",1.17,48,66,Ethiopia
1874,1874,2876,Colombia Finca San Luis Organic,Gimme! Coffee,"Ithaca, New York","Libano, Tolima Department, Colombia.",91,Medium-Light,November 2011,$18.00/12 ounces,55/78,9,8,8,8,8.0,"Lovers of bright, delicate white table wines and coffee drinkers who enjoy the citrus and floral character of washed Ethiopia Yirgacheffe coffees.",1.5,55,78,Colombia
1875,1875,2877,Guatemala El Injerto,Kuma Coffee,"Seattle, Washington",Guatemala,90,Medium,November 2011,$14.00/12 ounces,48/68,8,8,9,7,8.0,"Those who enjoy a bright but balanced, intensely fragrant breakfast cup.",1.17,48,68,Guatemala
1876,1876,2879,Panama Elida Estate Natural Process,Kuma Coffee,"Seattle, Washington","Alto Quiel, Boquete, Panama.",94,Medium-Light,November 2011,$14.00/12 ounces,52/76,9,9,10,8,8.0,"Fine example of a dried-in-the-fruit coffee, lushly yet freshly fruit-toned.",1.17,52,76,Panama
1877,1877,2880,Panama Elida: The Seasonal Tripel,Oak Cliff Coffee Roasters,"Dallas, Texas","Boquete growing region, western Panama",92,Medium-Light,October 2011,$17.00/16 ounces,53/71,9,8,9,8,8.0,"A fine coffee for anyone or any occasion, but aficionados may particularly enjoy attempting to pick out the interwoven contributions of the three processing methods. The brandyish dried-in-the-fruit component is easiest to detect.",1.06,53,71,Panama
1878,1878,2882,Ethiopia Sidamo Ardi,BeanFruit Coffee Co.,"Jackson, Mississippi","Guji Zone, Oromia Region, Sidama Province, Ethiopia.",89,Medium,October 2011,$12.00/12 ounces,48/64,8,9,8,7,7.0,"A dried-in-the-fruit coffee with rugged presence and big body that should please those who enjoy slightly edgy spirits: peaty single malts, the more rustic tequilas.",1.0,48,64,Ethiopia
1879,1879,2883,Ethiopia Yirgacheffe Kochere Micro-lot,Paradise Roasters,"Ramsey, Minnesota",Southern Ethiopia,92,Medium,October 2011,$14.95/12 ounces,50/69,9,8,9,8,8.0,"Extravagant, high-toned and intense; should particularly please lovers of dry, spicy white table wines and perfumy gins.",1.25,50,69,Ethiopia
1880,1880,2887,Costa Rica Tarrazu Montecielo,Café Britt,"Heredia, Costa Rica","Tarrazu growing region, Costa Rica.",89,Medium-Dark,October 2011,$10.95/12 ounces,38/46,8,8,8,8,7.0,Richness and complexity in a darker roasted classic coffee.,0.91,38,46,Costa Rica
1881,1881,2888,"Costa Rica Export Reserve, Light Roast",Café Britt,"Heredia, Costa Rica",Costa Rica,89,Medium-Dark,October 2011,$10.95/12 ounces,40/50,8,8,8,8,7.0,"Although a light roast in indicated on the packaging, by international standards this is a medium-dark roast, appealing to those who enjoy the slightly smoky, chocolaty character applied to a fine high-grown coffee by medium-dark roasting.",0.91,40,50,Costa Rica
1882,1882,2889,Kenya Karinga,Water Avenue Coffee Company,"Portland, Oregon","Rwafura Region, central Kenya.",95,Medium,October 2011,$20.00/12 ounces,52/67,10,9,9,8,9.0,"Well-balanced and distinctive with the complexity of the best Kenya coffees - 95 points, October 2011.",1.67,52,67,Kenya
1883,1883,2890,Ethiopia Sidamo Guji,Lexington Coffee Roasters,"Lexington, Virginia","Sidama growing region, Ethiopia.",94,Medium-Light,October 2011,$12.50/12 ounces,57/81,9,8,9,10,8.0,The aromatic fireworks of a fine dried-in-the-fruit Ethiopia with none of the fermenty downside. Splendid coffee.,1.04,57,81,Ethiopia
1884,1884,2891,Sumatra Mandheling Fair Trade Organic,Lexington Coffee Roasters,"Lexington, Virginia","Northern Indonesia, Indonesia",91,Medium-Light,October 2011,$13.75/12 ounces,53/79,9,8,8,8,8.0,The Sumatra earth and fruit character is a bit over the top here but most people who buy Sumatras are looking for energy over elegance anyhow.,1.15,53,79,Indonesia
1885,1885,2893,Organic Bali Kintamani Highlands,Wicked Joe,"Brunswick, Maine","Kintamani, Bali, Indonesia",89,Medium,October 2011,$12.85/12 ounces,49/72,8,8,8,7,8.0,"A dried-in-the-fruit coffee that walks on the wild side, with a fermenty, alcoholic sweetness that conveys considerable complexity as well as a faint overripe, composty shadow.",1.07,49,72,Indonesia
1886,1886,2896,Organic Ethiopia Gedeo Worka (Natural-Processed),Olympia Coffee Roasting,"Olympia, Washington","Yirgacheffe growing region, southern Ethiopia.",91,Medium,October 2011,$15.93/12 ounces,48/68,9,9,9,7,7.0,"A style of coffee we used to call “after-dinner,” meaning it embodies an arm-chair-and-brandy sort of richness and authority.",1.33,48,68,Ethiopia
